tweet_id,timestamp,text,impressions,likes,replies,retweets,profile_visits,followers_at_post,media_type,hashtags,is_reply,is_thread
10000175,2025-12-02 23:22:24.497240,Daily coding progress update,3038,242,24,52,469,4887,image,,0,0
10000049,2025-12-02 23:54:41.989784,Quick tip for data science beginners,9548,624,64,26,775,4895,video,,0,0
10000100,2025-12-02 23:59:11.874950,What do you think about this idea?,5292,206,43,34,738,4903,image,"startups,founder",0,0
10000451,2025-12-02 23:59:38.628855,Trying out a new AI tool,7303,589,48,63,449,4911,link,"python,data",0,0
10000336,2025-12-03 00:13:41.348975,Trying out a new AI tool,1919,86,16,17,47,4919,gif,"python,data",0,1
10000450,2025-12-03 01:54:01.182952,Trying out a new AI tool,2287,74,12,26,177,4927,image,"coding,learning",0,1
10000377,2025-12-03 07:18:22.330842,New blog post is live now!,639,47,1,11,41,4935,video,"marketing,branding",0,0
10000030,2025-12-03 07:53:35.972837,Experimenting with different posting times,3891,387,10,9,404,4943,gif,productivity,0,0
10000260,2025-12-03 08:24:33.133929,Experimenting with different posting times,3459,238,7,27,644,4951,none,,0,0
10000048,2025-12-03 09:58:57.565735,Trying out a new AI tool,3159,81,3,49,515,4959,video,productivity,0,0
10000043,2025-12-03 10:31:56.016545,Sharing some thoughts on growth and marketing,4242,309,9,18,823,4967,video,"startups,founder",0,0
10000075,2025-12-03 12:10:52.065381,Quick tip for data science beginners,2100,121,16,38,254,4975,gif,"python,data",0,1
10000388,2025-12-03 16:24:43.115549,What do you think about this idea?,560,46,3,5,77,4983,link,"marketing,branding",0,0
10000099,2025-12-03 19:37:28.410213,What do you think about this idea?,2017,48,10,23,40,4991,none,productivity,0,0
10000127,2025-12-03 22:52:12.112525,What do you think about this idea?,1700,113,12,29,56,5000,gif,"growth,ai",1,0
